game_id,Date,Team,Position,Player,AB,R,H,RBI,2B,3B,HR,BB,SB,CS,HBP,SH,SF,SO,KL,GDP,PO,A
5,2/28/2021,Michigan,1B,"Bump, Taylor",3,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,6,0
5,2/28/2021,Michigan,DP/PH,"Allan, Lou",3,0,2,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
5,2/28/2021,Michigan,PR,"    Rodriguez, Kaylee",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5,2/28/2021,Michigan,PR,"    Esman, Lauren",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5,2/28/2021,Michigan,2B,"Kersten, Sierra",4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,1
5,2/28/2021,Michigan,C,"Carson, Hannah",2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,10,2
5,2/28/2021,Michigan,PR,"    LeClair, Audrey",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,2/28/2021,Michigan,CF,"Hoogenraad, Haley",2,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0
5,2/28/2021,Michigan,RF,"Gonzalez, Thais",2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
5,2/28/2021,Michigan,SS,"Rodriguez, Natalia",2,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,2,0
5,2/28/2021,Michigan,P,"Beaubien, Meghan",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
6,2/28/2021,Michigan,CF/LF,"Blair, Lexie",4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6,2/28/2021,Michigan,3B,"Jimenez, Julia",2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3
6,2/28/2021,Michigan,DP,"Allan, Lou",3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,2/28/2021,Michigan,PR,"    LeClair, Audrey",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6,2/28/2021,Michigan,PR,"    Esman, Lauren",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,2/28/2021,Michigan,C,"Carson, Hannah",2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10,0
6,2/28/2021,Michigan,1B,"Bump, Taylor",2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0
6,2/28/2021,Michigan,PR,"    Rodriguez, Kaylee",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6,2/28/2021,Michigan,2B,"Kersten, Sierra",3,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0
6,2/28/2021,Michigan,RF,"Voss, Lexi",2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,2/28/2021,Michigan,RF/CF,"    Hoogenraad, Haley",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
6,2/28/2021,Michigan,LF/RF,"Gonzalez, Thais",3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,2/28/2021,Michigan,SS,"Rodriguez, Natalia",2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,2/28/2021,Michigan,PH,"    Tholl, Keke",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6,2/28/2021,Michigan,P,"Storako, Alex",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6,2/28/2021,Illinois,2B,Avrey Steiner,3,0,2,2,0,0,0,0,1,0,0,0,0,0,0,0,2,1
6,2/28/2021,Illinois,1B,Kailee Powell,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,8,1
6,2/28/2021,Illinois,3B,Delaney Rummell,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,3
6,2/28/2021,Illinois,DP,Bella Loya,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
6,2/28/2021,Illinois,C,Shelby Stauffenberg,2,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,3,2
6,2/28/2021,Illinois,PR,    Lakyn Wagoner,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,2/28/2021,Illinois,LF,Kelly Ryono,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
6,2/28/2021,Illinois,SS,Katie Wingerter,3,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,2,1
6,2/28/2021,Illinois,PR,    Gabi Robles,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,2/28/2021,Illinois,RF,Rhein Trochim,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6,2/28/2021,Illinois,CF,Jaelyn Vickery,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
6,2/28/2021,Illinois,P,Morgan Scivally,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,2/28/2021,Illinois,P,    Addy Jarvis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,2/28/2021,Illinois,P,    Sydney Sickels,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
